 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=For my first time flying in an airplane I ca n't say that I was too scared .
6-16	too	O	O	O	_	_	
6-17	fast	O	O	O	_	_	
6-18	according	O	O	B-UnrelEv	_	_	
6-19	to	O	O	O	_	_	
6-20	the	O	O	O	_	_	
6-21	driver	O	O	O	_	_	
6-22	who	O	O	O	_	_	
6-23	honked	O	O	B-UnrelEv	_	_	
6-24	and	O	O	O	_	_	
6-25	put	O	O	B-UnrelEv	_	_	
6-26	up	O	O	I-UnrelEv	_	_	
6-27	a	O	O	O	_	_	
6-28	very	O	O	O	_	_	
6-29	rude	O	O	O	_	_	
6-30	message	O	O	O	_	_	
6-31	with	O	O	O	_	_	
6-32	one	O	O	O	_	_	
6-33	of	O	O	O	_	_	
6-34	his	O	O	O	_	_	
6-35	fingers	O	O	O	_	_	
6-36	.	O	O	O	_	_	

#id=7
#text=Whatever , nothing can deter me from this flight .
7-1	Whatever	O	O	O	_	_	
7-2	,	O	O	O	_	_	
7-3	nothing	O	O	O	_	_	
7-4	can	O	O	O	_	_	
7-5	deter	O	O	B-UnrelEv	_	_	
7-6	me	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	8-1	
7-7	from	O	O	O	_	_	
7-8	this	O	O	O	_	_	
7-9	flight	B-webanno.custom.Participants_	B-ScrPart_flight	O	webanno.custom.Corefchains_	13-2	
7-10	.	O	O	O	_	_	

#id=8
#text=I arrive at the airport and get processed .
8-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	9-1	
8-2	arrive	O	O	B-ScrEv_get_airport	_	_	
8-3	at	O	O	O	_	_	
8-4	the	O	O	O	_	_	
8-5	airport	B-webanno.custom.Participants_	B-ScrPart_airport	O	_	_	
8-6	and	O	O	O	_	_	
8-7	get	O	O	B-UnrelEv	_	_	
8-8	processed	O	O	B-ScrEv_check_in	_	_	
8-9	.	O	O	O	_	_	

#id=9
#text=I jump on my plane and wait for departure .
9-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	9-4	
9-2	jump	O	O	B-ScrEv_board_plane	_	_	
9-3	on	O	O	O	_	_	
9-4	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	10-5	
9-5	plane	B-webanno.custom.Participants_	B-ScrPart_plane	O	webanno.custom.Corefchains_	11-3	
9-6	and	O	O	O	_	_	
9-7	wait	O	O	B-ScrEv_wait_boarding	_	_	
9-8	for	O	O	O	_	_	
9-9	departure	B-webanno.custom.Participants_	B-???	O	_	_	
9-10	.	O	O	O	_	_	

#id=10
#text=This is the moment I 've been waiting on .
10-1	This	O	O	O	_	_	
10-2	is	O	O	B-UnrelEv	_	_	
10-3	the	O	O	O	_	_	
10-4	moment	O	O	O	_	_	
10-5	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	12-3	
10-6	've	O	O	O	_	_	
10-7	been	O	O	O	_	_	
10-8	waiting	O	O	B-UnrelEv	_	_	
10-9	on	O	O	I-UnrelEv	_	_	
10-10	.	O	O	O	_	_	

#id=11
#text=And then we set off .
11-1	And	O	O	O	_	_	
11-2	then	O	O	O	_	_	
11-3	we	B-webanno.custom.Participants_	B-ScrPart_plane	O	webanno.custom.Corefchains_	15-1	
11-4	set	O	O	B-ScrEv_take_off	_	_	
11-5	off	O	O	I-ScrEv_take_off	_	_	
11-6	.	O	O	O	_	_	

#id=12
#text=And once I look out the window I am terrified , I should have never done this .
12-1	And	O	O	O	_	_	
12-2	once	O	O	O	_	_	
12-3	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	12-8	
12-4	look	O	O	B-ScrEv_spend_time_flight	_	_	
12-5	out	O	O	I-ScrEv_spend_time_flight	_	_	
12-6	the	O	O	O	_	_	
12-7	window	B-webanno.custom.Participants_	B-ScrPart_in-flight_entertainment	O	_	_	
12-8	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	12-12	
12-9	am	O	O	O	_	_	
12-10	terrified	O	O	B-ScrEv_spend_time_flight	_	_	
12-11	,	O	O	O	_	_	
12-12	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	13-9	
12-13	should	O	O	O	_	_	
12-14	have	O	O	O	_	_	
12-15	never	O	O	O	_	_	
12-16	done	O	O	B-Evoking	_	_	
12-17	this	O	O	O	_	_	
12-18	.	O	O	O	_	_	

#id=13
#text=The flight takes a couple hours and then I am good .
13-1	The	O	O	O	_	_	
13-2	flight	B-webanno.custom.Participants_	B-ScrPart_flight	O	_	_	
13-3	takes	O	O	B-???	_	_	
13-4	a	O	O	O	_	_	
13-5	couple	B-webanno.custom.Participants_	B-ScrPart_time/date	O	_	_	
13-6	hours	I-webanno.custom.Participants_	I-ScrPart_time/date	O	_	_	
13-7	and	O	O	O	_	_	
13-8	then	O	O	O	_	_	
13-9	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	14-2	
13-10	am	O	O	B-UnrelEv	_	_	
13-11	good	O	O	O	_	_	
13-12	.	O	O	O	_	_	

#id=14
#text=But I realized one thing .
14-1	But	O	O	O	_	_	
14-2	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
14-3	realized	O	O	B-UnrelEv	_	_	
14-4	one	O	O	O	_	_	
14-5	thing	O	O	O	_	_	
14-6	.	O	O	O	_	_	

#id=15
#text=Plane 's are actually terrifying . 
15-1	Plane	B-webanno.custom.Participants_	B-ScrPart_plane	O	_	_	
15-2	's	O	O	O	_	_	
15-3	are	O	O	O	_	_	
15-4	actually	O	O	O	_	_	
15-5	terrifying	O	O	B-UnrelEv	_	_	
15-6	.	O	O	O	_	_	

