 # webanno.custom.Participants | Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I decided to bake a cake for my daughter 's birthday last week .
4-6	bowls	B-ScrPart_utensil	B-webanno.custom.Participants_	O	_	_	
4-7	,	O	O	O	_	_	
4-8	a	O	O	O	_	_	
4-9	wooden	O	O	O	_	_	
4-10	spoon	B-ScrPart_utensil	B-webanno.custom.Participants_	O	_	_	
4-11	,	O	O	O	_	_	
4-12	and	O	O	O	_	_	
4-13	some	O	O	O	_	_	
4-14	cake	B-ScrPart_cake_tin	B-webanno.custom.Participants_	O	_	_	
4-15	pans	I-ScrPart_cake_tin|B-ScrPart_cake_tin	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	_	_	
4-16	.	O	O	O	_	_	

#id=5
#text=I measured out the dry ingredients I needed and then mixed it up , then mixed in the wet ingredients .
5-1	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
5-2	measured	O	O	B-ScrEv_add_ingredients	_	_	
5-3	out	O	O	I-ScrEv_add_ingredients	_	_	
5-4	the	O	O	O	_	_	
5-5	dry	O	O	O	_	_	
5-6	ingredients	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
5-7	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
5-8	needed	O	O	B-ScrEv_get_ingredients	_	_	
5-9	and	O	O	O	_	_	
5-10	then	O	O	O	_	_	
5-11	mixed	O	O	B-ScrEv_prepare_ingredients	_	_	
5-12	it	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
5-13	up	O	O	O	_	_	
5-14	,	O	O	O	_	_	
5-15	then	O	O	O	_	_	
5-16	mixed	O	O	B-ScrEv_add_ingredients	_	_	
5-17	in	O	O	I-ScrEv_add_ingredients	_	_	
5-18	the	O	O	O	_	_	
5-19	wet	O	O	O	_	_	
5-20	ingredients	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
5-21	.	O	O	O	_	_	

#id=6
#text=I put it all in my Kitchen Aid mixer and mixed it for a while .
6-1	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
6-2	put	O	O	B-ScrEv_prepare_ingredients	_	_	
6-3	it	B-ScrPart_dough	B-webanno.custom.Participants_	O	_	_	
6-4	all	O	O	O	_	_	
6-5	in	O	O	O	_	_	
6-6	my	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
6-7	Kitchen	B-ScrPart_utensil	B-webanno.custom.Participants_	O	_	_	
6-8	Aid	I-ScrPart_utensil	I-webanno.custom.Participants_	O	_	_	
6-9	mixer	I-ScrPart_utensil|B-ScrPart_utensil	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	_	_	
6-10	and	O	O	O	_	_	
6-11	mixed	O	O	B-ScrEv_make_dough	_	_	
6-12	it	B-ScrPart_dough	B-webanno.custom.Participants_	O	_	_	
6-13	for	O	O	O	_	_	
6-14	a	O	O	O	_	_	
6-15	while	B-No_label	B-webanno.custom.Participants_	O	_	_	
6-16	.	O	O	O	_	_	

#id=7
#text=My daughter likes purple and green , so I split the batter into half and dyed some of the batter purple and some teal , using gel food coloring .
7-1	My	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
7-2	daughter	B-ScrPart_beneficiary	B-webanno.custom.Participants_	O	_	_	
7-3	likes	O	O	B-UnrelEv	_	_	
7-4	purple	O	O	O	_	_	
7-5	and	O	O	O	_	_	
7-6	green	O	O	O	_	_	
7-7	,	O	O	O	_	_	
7-8	so	O	O	O	_	_	
7-9	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
7-10	split	O	O	B-ScrEv_prepare_ingredients	_	_	
7-11	the	O	O	O	_	_	
7-12	batter	B-ScrPart_dough	B-webanno.custom.Participants_	O	_	_	
7-13	into	O	O	O	_	_	
7-14	half	B-No_label	B-webanno.custom.Participants_	O	_	_	
7-15	and	O	O	O	_	_	
7-16	dyed	O	O	B-ScrEv_prepare_ingredients	_	_	
7-17	some	O	O	O	_	_	
7-18	of	O	O	O	_	_	
7-19	the	O	O	O	_	_	
7-20	batter	B-ScrPart_dough	B-webanno.custom.Participants_	O	_	_	
7-21	purple	O	O	O	_	_	
7-22	and	O	O	O	_	_	
7-23	some	O	O	O	_	_	
7-24	teal	O	O	O	_	_	
7-25	,	O	O	O	_	_	
7-26	using	O	O	B-ScrEv_prepare_ingredients	_	_	
7-27	gel	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
7-28	food	I-ScrPart_ingredients	I-webanno.custom.Participants_	O	_	_	
7-29	coloring	I-ScrPart_ingredients|B-ScrPart_ingredients	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	_	_	
7-30	.	O	O	O	_	_	

#id=8
#text=I poured the batter in cake pans coated in cooking spray and baked them .
8-1	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
8-2	poured	O	O	B-ScrEv_pour_dough	_	_	
8-3	the	O	O	O	_	_	
8-4	batter	B-ScrPart_dough	B-webanno.custom.Participants_	O	_	_	
8-5	in	O	O	O	_	_	
8-6	cake	B-ScrPart_cake_tin	B-webanno.custom.Participants_	O	_	_	
8-7	pans	I-ScrPart_cake_tin|B-ScrPart_cake_tin	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	_	_	
8-8	coated	O	O	B-ScrEv_grease_cake_tin	_	_	
8-9	in	O	O	O	_	_	
8-10	cooking	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
8-11	spray	I-ScrPart_ingredients|B-ScrPart_ingredients	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	_	_	
8-12	and	O	O	O	_	_	
8-13	baked	O	O	B-ScrEv_put_cake_oven	_	_	
8-14	them	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
8-15	.	O	O	O	_	_	

#id=9
#text=Then , I let them cool .
9-1	Then	O	O	O	_	_	
9-2	,	O	O	O	_	_	
9-3	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
9-4	let	O	O	B-UnrelEv	_	_	
9-5	them	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
9-6	cool	O	O	B-ScrEv_cool_down	_	_	
9-7	.	O	O	O	_	_	

#id=10
#text=Once they were ready to be decorated , I simply used some cream cheese frosting from a can .
10-1	Once	O	O	O	_	_	
10-2	they	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
10-3	were	O	O	B-UnrelEv	_	_	
10-4	ready	O	O	O	_	_	
10-5	to	O	O	O	_	_	
10-6	be	O	O	O	_	_	
10-7	decorated	O	O	B-ScrEv_decorate	_	_	
10-8	,	O	O	O	_	_	
10-9	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
10-10	simply	O	O	O	_	_	
10-11	used	O	O	B-ScrEv_decorate	_	_	
10-12	some	O	O	O	_	_	
10-13	cream	B-ScrPart_decoration	B-webanno.custom.Participants_	O	_	_	
10-14	cheese	I-ScrPart_decoration	I-webanno.custom.Participants_	O	_	_	
10-15	frosting	I-ScrPart_decoration|B-ScrPart_decoration	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	coref_group_decorations	2-20	
10-16	from	O	O	O	_	_	
10-17	a	O	O	O	_	_	
10-18	can	B-NPart	B-webanno.custom.Participants_	O	_	_	
10-19	.	O	O	O	_	_	

#id=11
#text=Then I stuck some candles in it and wrote , '' `` Happy birthday ! '' ''
11-1	Then	O	O	O	_	_	
11-2	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
11-3	stuck	O	O	B-ScrEv_decorate	_	_	
11-4	some	O	O	O	_	_	
11-5	candles	B-ScrPart_decoration	B-webanno.custom.Participants_	O	coref_group_decorations	2-20	
11-6	in	O	O	O	_	_	
11-7	it	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
11-8	and	O	O	O	_	_	
11-9	wrote	O	O	B-ScrEv_decorate	_	_	
11-10	,	O	O	O	_	_	
11-11	''	O	O	O	_	_	
11-12	``	O	O	O	_	_	
11-13	Happy	B-NPart	B-webanno.custom.Participants_	O	_	_	
11-14	birthday	I-NPart	I-webanno.custom.Participants_	O	_	_	
11-15	!	O	O	O	_	_	
11-16	''	O	O	O	_	_	
11-17	''	O	O	O	_	_	

#id=12
#text=on top with some colored gel icing .
12-1	on	O	O	O	_	_	
12-2	top	O	O	O	_	_	
12-3	with	O	O	O	_	_	
12-4	some	O	O	O	_	_	
12-5	colored	O	O	B-ScrEv_decorate	_	_	
12-6	gel	B-ScrPart_decoration	B-webanno.custom.Participants_	O	_	_	
12-7	icing	I-ScrPart_decoration|B-ScrPart_decoration	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	coref_group_decorations	2-20	
12-8	.	O	O	O	_	_	

#id=13
#text=She loved it ! 
13-1	She	B-ScrPart_beneficiary	B-webanno.custom.Participants_	O	_	_	
13-2	loved	O	O	B-ScrEv_eat	_	_	
13-3	it	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
13-4	!	O	O	O	_	_	

