 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=My friend Adam and I decided to go to the flea market today because the weather was nice and we were hoping to take some random junk home with us .
#id=5
#text=The price was right so I decided to take it home with me .
5-1	The	O	O	_	_	
5-2	price	O	O	_	_	
5-3	was	O	B-UnrelEv	_	_	
5-4	right	O	O	_	_	
5-5	so	O	O	_	_	
5-6	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	4-4	
5-7	decided	O	B-UnrelEv	_	_	
5-8	to	O	O	_	_	
5-9	take	O	B-UnrelEv	_	_	
5-10	it	B-ScrPart_bicycle	O	webanno.custom.Corefchains_	4-11	
5-11	home	O	O	_	_	
5-12	with	O	O	_	_	
5-13	me	B-ScrPart_rider	O	webanno.custom.Corefchains_	5-6	
5-14	.	O	O	_	_	

#id=6
#text=Fixing the flat tire was a trivial task , I could do it in my sleep .
6-1	Fixing	O	B-Evoking	_	_	
6-2	the	O	I-Evoking	_	_	
6-3	flat	O	I-Evoking	_	_	
6-4	tire	B-ScrPart_tire	I-Evoking	webanno.custom.Corefchains_	4-15	
6-5	was	O	B-UnrelEv	_	_	
6-6	a	O	O	_	_	
6-7	trivial	O	O	_	_	
6-8	task	O	O	_	_	
6-9	,	O	O	_	_	
6-10	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	5-13	
6-11	could	O	O	_	_	
6-12	do	O	B-UnrelEv	_	_	
6-13	it	O	O	_	_	
6-14	in	O	O	_	_	
6-15	my	B-ScrPart_rider	O	webanno.custom.Corefchains_	6-10	
6-16	sleep	O	O	_	_	
6-17	.	O	O	_	_	

#id=7
#text=All I had to do was remove the brakes off the back wheel , then I needed to remove the wheel from the axle , next I would take the old tube off of the rim and replace it with the new one , lastly I would just put the tire back on the axle and reattach the brakes .
7-1	All	O	O	_	_	
7-2	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	6-15	
7-3	had	O	O	_	_	
7-4	to	O	O	_	_	
7-5	do	O	B-UnrelEv	_	_	
7-6	was	O	B-UnrelEv	_	_	
7-7	remove	O	B-RelNScrEv	_	_	
7-8	the	O	O	_	_	
7-9	brakes	B-ScrPart_bicycle_small_detail	O	_	_	
7-10	off	O	O	_	_	
7-11	the	O	O	_	_	
7-12	back	O	O	_	_	
7-13	wheel	B-ScrPart_tire	O	webanno.custom.Corefchains_	6-4	
7-14	,	O	O	_	_	
7-15	then	O	O	_	_	
7-16	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	7-2	
7-17	needed	O	O	_	_	
7-18	to	O	O	_	_	
7-19	remove	O	B-ScrEv_free_wheel	_	_	
7-20	the	O	O	_	_	
7-21	wheel	B-ScrPart_tire	O	webanno.custom.Corefchains_	7-13	
7-22	from	O	O	_	_	
7-23	the	O	O	_	_	
7-24	axle	B-ScrPart_bicycle_small_detail	O	_	_	
7-25	,	O	O	_	_	
7-26	next	O	O	_	_	
7-27	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	7-16	
7-28	would	O	O	_	_	
7-29	take	O	B-ScrEv_take_tire_off	_	_	
7-30	the	O	O	_	_	
7-31	old	O	O	_	_	
7-32	tube	B-ScrPart_tire	O	webanno.custom.Corefchains_	7-21	
7-33	off	O	O	_	_	
7-34	of	O	O	_	_	
7-35	the	O	O	_	_	
7-36	rim	B-ScrPart_rim	O	_	_	
7-37	and	O	O	_	_	
7-38	replace	O	B-ScrEv_put_new_tire	_	_	
7-39	it	B-ScrPart_tire	O	webanno.custom.Corefchains_	7-32	
7-40	with	O	O	_	_	
7-41	the	O	O	_	_	
7-42	new	O	O	_	_	
7-43	one	B-ScrPart_spare_tube	O	_	_	
7-44	,	O	O	_	_	
7-45	lastly	O	O	_	_	
7-46	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	7-27	
7-47	would	O	O	_	_	
7-48	just	O	O	_	_	
7-49	put	O	B-ScrEv_put_new_tire	_	_	
7-50	the	O	O	_	_	
7-51	tire	B-ScrPart_tire	O	webanno.custom.Corefchains_	7-39	
7-52	back	O	O	_	_	
7-53	on	O	O	_	_	
7-54	the	O	O	_	_	
7-55	axle	B-ScrPart_bicycle_small_detail	O	webanno.custom.Corefchains_	7-24	
7-56	and	O	O	_	_	
7-57	reattach	O	B-RelNScrEv	_	_	
7-58	the	O	O	_	_	
7-59	brakes	B-ScrPart_bicycle_small_detail	O	webanno.custom.Corefchains_	7-9	
7-60	.	O	O	_	_	

#id=8
#text=With this little amount of effort I would have myself a brand new Schwinn . 
8-1	With	O	O	_	_	
8-2	this	O	O	_	_	
8-3	little	O	O	_	_	
8-4	amount	O	O	_	_	
8-5	of	O	O	_	_	
8-6	effort	O	O	_	_	
8-7	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	7-46	
8-8	would	O	O	_	_	
8-9	have	O	B-UnrelEv	_	_	
8-10	myself	B-ScrPart_rider	O	webanno.custom.Corefchains_	8-7	
8-11	a	O	O	_	_	
8-12	brand	O	O	_	_	
8-13	new	O	O	_	_	
8-14	Schwinn	B-ScrPart_bicycle	O	webanno.custom.Corefchains_	5-10	
8-15	.	O	O	_	_	

